iteration,best_score,n_evaluations,wind_mw,pv_mw,electrolyzer_mw,n_electrolyzer_units,battery_mw,battery_mwh,battery_duration_h,feasible,agsr,electrolyzer_cf,lcoe_cny_per_kwh,lcoh_cny_per_kg,a,algorithm,seed
28,0.2822409894418529,560,127.50871163138146,72.49128836861854,85.0,17,20.0,20.0,1.0,True,0.19637583719540858,0.6086501749870471,0.2822409894418529,19.441936241754046,,ga,51
29,0.28224098919338325,580,127.50871123989292,72.49128876010708,85.0,17,20.0,20.0,1.0,True,0.1963758366607895,0.6086501757690845,0.28224098919338325,19.441936211635447,,ga,51
30,0.28224098908586687,600,127.50871067560313,72.49128932439687,85.0,17,20.0,20.0,1.0,True,0.1963758366607895,0.6086501757690845,0.28224098908586687,19.44193620422927,,ga,51
1,0.3229360654127701,20,110.05847851495862,89.94152148504138,100.0,20,20.0,20.0,1.0,True,0.10740545158260104,0.5358967363537522,0.3229360654127701,20.019488870028702,,ga,52
2,0.3229360654127701,40,110.05847851495862,89.94152148504138,100.0,20,20.0,20.0,1.0,True,0.10740545158260104,0.5358967363537522,0.3229360654127701,20.019488870028702,,ga,52
3,0.3070620476019481,60,110.05847851495862,89.94152148504138,90.0,18,20.0,20.0,1.0,True,0.14061086909444453,0.5732663684170187,0.3070620476019481,19.774967437922555,,ga,52
4,0.3070620476019481,80,110.05847851495862,89.94152148504138,90.0,18,20.0,20.0,1.0,True,0.14061086909444453,0.5732663684170187,0.3070620476019481,19.774967437922555,,ga,52
5,0.2891583894263802,100,133.38068221722014,66.61931778277986,95.0,19,10.0,10.0,1.0,True,0.18944012421088677,0.5596563993301924,0.2891583894263802,19.734061129545925,,ga,52
6,0.2891583894263802,120,133.38068221722014,66.61931778277986,95.0,19,10.0,10.0,1.0,True,0.18944012421088677,0.5596563993301924,0.2891583894263802,19.734061129545925,,ga,52
7,0.2887938641245348,140,119.97452673713059,80.02547326286941,80.0,16,20.0,40.0,2.0,True,0.19620456300462555,0.6238913193922634,0.2887938641245348,19.893046812098,,ga,52
8,0.2837110151868263,160,122.63407241274275,77.36592758725725,85.0,17,15.0,15.0,1.0,True,0.19544856187804263,0.6004159194044326,0.2837110151868263,19.514568919663795,,ga,52
9,0.2837110151868263,180,122.63407241274275,77.36592758725725,85.0,17,15.0,15.0,1.0,True,0.19544856187804263,0.6004159194044326,0.2837110151868263,19.514568919663795,,ga,52
10,0.2837110151868263,200,122.63407241274275,77.36592758725725,85.0,17,15.0,15.0,1.0,True,0.19544856187804263,0.6004159194044326,0.2837110151868263,19.514568919663795,,ga,52
11,0.2836981296896713,220,122.60539121998016,77.39460878001984,85.0,17,15.0,15.0,1.0,True,0.19542673289457957,0.6004478083890817,0.2836981296896713,19.513150950336335,,ga,52
12,0.2836981296896713,240,122.60539121998016,77.39460878001984,85.0,17,15.0,15.0,1.0,True,0.19542673289457957,0.6004478083890817,0.2836981296896713,19.513150950336335,,ga,52
13,0.283672143126083,260,122.54754449600134,77.45245550399866,85.0,17,15.0,15.0,1.0,True,0.19538276657976358,0.6005120822765174,0.283672143126083,19.51029290837616,,ga,52
14,0.283672143126083,280,122.54754449600134,77.45245550399866,85.0,17,15.0,15.0,1.0,True,0.19538276657976358,0.6005120822765174,0.283672143126083,19.51029290837616,,ga,52
15,0.283672143126083,300,122.54754449600134,77.45245550399866,85.0,17,15.0,15.0,1.0,True,0.19538276657976358,0.6005120822765174,0.283672143126083,19.51029290837616,,ga,52
16,0.283672143126083,320,122.54754449600134,77.45245550399866,85.0,17,15.0,15.0,1.0,True,0.19538276657976358,0.6005120822765174,0.283672143126083,19.51029290837616,,ga,52
17,0.28366998911988384,340,122.54274935484295,77.45725064515705,85.0,17,15.0,15.0,1.0,True,0.1953791239727087,0.6005174088963838,0.28366998911988384,19.51005606360146,,ga,52
18,0.28366998911988384,360,122.54274935484295,77.45725064515705,85.0,17,15.0,15.0,1.0,True,0.1953791239727087,0.6005174088963838,0.28366998911988384,19.51005606360146,,ga,52
19,0.28366976967118934,380,122.54226082677796,77.45773917322204,85.0,17,15.0,15.0,1.0,True,0.1953787528663631,0.6005179515713981,0.28366976967118934,19.510031934136904,,ga,52
20,0.28366976967118934,400,122.54226082677796,77.45773917322204,85.0,17,15.0,15.0,1.0,True,0.1953787528663631,0.6005179515713981,0.28366976967118934,19.510031934136904,,ga,52
21,0.2836692674861782,420,122.54114288060943,77.45885711939057,85.0,17,15.0,15.0,1.0,True,0.19537790362893556,0.6005191934272838,0.2836692674861782,19.50997671650619,,ga,52
22,0.2836692674861782,440,122.54114288060943,77.45885711939057,85.0,17,15.0,15.0,1.0,True,0.19537790362893556,0.6005191934272838,0.2836692674861782,19.50997671650619,,ga,52
23,0.28366912648218195,460,122.54082898219097,77.45917101780903,85.0,17,15.0,15.0,1.0,True,0.19537766517922367,0.6005195421172382,0.28366912648218195,19.509961212467147,,ga,52
24,0.2836688407259193,480,122.54019284053395,77.45980715946605,85.0,17,15.0,15.0,1.0,True,0.1953771819411562,0.6005202487668814,0.2836688407259193,19.50992979227776,,ga,52
25,0.2836687077849511,500,122.53989689125862,77.46010310874138,85.0,17,15.0,15.0,1.0,True,0.19537695712670755,0.6005205775182647,0.2836687077849511,19.509915174831885,,ga,52
26,0.28366859641840214,520,122.53964897019966,77.46035102980034,85.0,17,15.0,15.0,1.0,True,0.19537676879643093,0.6005208529181318,0.28366859641840214,19.50990292959488,,ga,52
27,0.28366859641840214,540,122.53964897019966,77.46035102980034,85.0,17,15.0,15.0,1.0,True,0.19537676879643093,0.6005208529181318,0.28366859641840214,19.50990292959488,,ga,52
28,0.28366859641840214,560,122.53964897019966,77.46035102980034,85.0,17,15.0,15.0,1.0,True,0.19537676879643093,0.6005208529181318,0.28366859641840214,19.50990292959488,,ga,52
29,0.2836685062793795,580,122.53944830517757,77.46055169482243,85.0,17,15.0,15.0,1.0,True,0.19537661636370085,0.6005210758242482,0.2836685062793795,19.509893018421042,,ga,52
30,0.2836684588530685,600,122.53934272599457,77.46065727400543,85.0,17,15.0,15.0,1.0,True,0.1953765361617878,0.6005211931055033,0.2836684588530685,19.509887803695356,,ga,52
1,0.33815225842108965,20,97.58741863112155,102.41258136887845,100.0,20,35.0,35.0,1.0,True,0.07706086844943563,0.5347227318553525,0.33815225842108965,20.2748519901068,,ga,53
2,0.32235479682593104,40,114.75149739435781,85.24850260564219,90.0,18,40.0,80.0,2.0,True,0.13015719185381294,0.5884892873985017,0.32235479682593104,20.518224789517802,,ga,53
3,0.32235479682593104,60,114.75149739435781,85.24850260564219,90.0,18,40.0,80.0,2.0,True,0.13015719185381294,0.5884892873985017,0.32235479682593104,20.518224789517802,,ga,53
4,0.3145827573871739,80,117.93372687545006,82.06627312454994,95.0,19,25.0,50.0,2.0,True,0.1244656147574157,0.5724174511255913,0.3145827573871739,19.889050611295474,,ga,53
5,0.3067556971780948,100,117.25355043787523,82.74644956212477,85.0,17,25.0,50.0,2.0,True,0.15703672398592886,0.600586592181605,0.3067556971780948,20.147541553683837,,ga,53
6,0.302459089934173,120,138.01917330557825,61.98082669442175,100.0,20,20.0,40.0,2.0,True,0.14688327424837938,0.5657367230858944,0.302459089934173,19.625347421464724,,ga,53
7,0.30043320331202056,140,113.60676787869953,86.39323212130047,85.0,17,35.0,35.0,1.0,True,0.1620067090427206,0.6023081727260258,0.30043320331202056,19.84848067351442,,ga,53
8,0.2996660453682269,160,115.48413714800746,84.51586285199254,85.0,17,30.0,30.0,1.0,True,0.16398145916490184,0.5992859670084941,0.2996660453682269,19.844215377131643,,ga,53
9,0.282335151005269,180,127.71884438534673,72.28115561465327,85.0,17,20.0,20.0,1.0,True,0.19651755750903144,0.6084247630705056,0.282335151005269,19.451898144316186,,ga,53
10,0.282335151005269,200,127.71884438534673,72.28115561465327,85.0,17,20.0,20.0,1.0,True,0.19651755750903144,0.6084247630705056,0.282335151005269,19.451898144316186,,ga,53
11,0.282335151005269,220,127.71884438534673,72.28115561465327,85.0,17,20.0,20.0,1.0,True,0.19651755750903144,0.6084247630705056,0.282335151005269,19.451898144316186,,ga,53
12,0.28231101178329054,240,127.66405631436571,72.33594368563429,85.0,17,20.0,20.0,1.0,True,0.19647535392628876,0.6084864157240609,0.28231101178329054,19.449207977340937,,ga,53
13,0.2822749108147263,260,127.58210651736694,72.41789348263306,85.0,17,20.0,20.0,1.0,True,0.19641228534866098,0.6085785920050604,0.2822749108147263,19.445186470018616,,ga,53
14,0.2822749108147263,280,127.58210651736694,72.41789348263306,85.0,17,20.0,20.0,1.0,True,0.19641228534866098,0.6085785920050604,0.2822749108147263,19.445186470018616,,ga,53
15,0.2822676643184806,300,127.56565493413204,72.43434506586796,85.0,17,20.0,20.0,1.0,True,0.19639962531093663,0.6085970960033605,0.2822676643184806,19.444379309588196,,ga,53
16,0.2822676643184806,320,127.56565493413204,72.43434506586796,85.0,17,20.0,20.0,1.0,True,0.19639962531093663,0.6085970960033605,0.2822676643184806,19.444379309588196,,ga,53
17,0.282265021580611,340,127.55965505710995,72.44034494289005,85.0,17,20.0,20.0,1.0,True,0.19639500829883239,0.6086038443942379,0.282265021580611,19.444084951148113,,ga,53
18,0.28226424859023364,360,127.5579001047549,72.4420998952451,85.0,17,20.0,20.0,1.0,True,0.19639365784105112,0.6086058182854391,0.28226424859023364,19.443998853111058,,ga,53
19,0.28226392646530213,380,127.55716876945219,72.44283123054781,85.0,17,20.0,20.0,1.0,True,0.19639309507063027,0.6086066408583798,0.28226392646530213,19.443962973934912,,ga,53
20,0.28226385674921367,400,127.55701048963024,72.44298951036976,85.0,17,20.0,20.0,1.0,True,0.19639297327269228,0.6086068188843796,0.28226385674921367,19.443955208768575,,ga,53
21,0.28226381138917217,420,127.55690750650096,72.44309249349904,85.0,17,20.0,20.0,1.0,True,0.19639289402614196,0.6086069347151555,0.28226381138917217,19.443950156445837,,ga,53
22,0.28226335281060083,440,127.55586637200012,72.44413362799988,85.0,17,20.0,20.0,1.0,True,0.19639209286351791,0.6086081057362517,0.28226335281060083,19.44389907879436,,ga,53
23,0.28226335281060083,460,127.55586637200012,72.44413362799988,85.0,17,20.0,20.0,1.0,True,0.19639209286351791,0.6086081057362517,0.28226335281060083,19.44389907879436,,ga,53
24,0.28226335281060083,480,127.55586637200012,72.44413362799988,85.0,17,20.0,20.0,1.0,True,0.19639209286351791,0.6086081057362517,0.28226335281060083,19.44389907879436,,ga,53
25,0.2822632525800042,500,127.55563881306914,72.44436118693086,85.0,17,20.0,20.0,1.0,True,0.19639191775501355,0.6086083616842666,0.2822632525800042,19.443887914868366,,ga,53
26,0.2822632305927719,520,127.55558889425723,72.44441110574277,85.0,17,20.0,20.0,1.0,True,0.19639187934207886,0.6086084178306932,0.2822632305927719,19.443885465877973,,ga,53
27,0.28226320225001145,540,127.5555245461368,72.4444754538632,85.0,17,20.0,20.0,1.0,True,0.1963918298256781,0.6086084902065548,0.28226320225001145,19.443882308994027,,ga,53
28,0.28226320225001145,560,127.5555245461368,72.4444754538632,85.0,17,20.0,20.0,1.0,True,0.1963918298256781,0.6086084902065548,0.28226320225001145,19.443882308994027,,ga,53
29,0.282263192639716,580,127.55550272735533,72.44449727264467,85.0,17,20.0,20.0,1.0,True,0.19639181303595,0.6086085147473356,0.282263192639716,19.4438812385766,,ga,53
30,0.282263192639716,600,127.55550272735533,72.44449727264467,85.0,17,20.0,20.0,1.0,True,0.19639181303595,0.6086085147473356,0.282263192639716,19.4438812385766,,ga,53
1,0.32101009548200155,20,79.49927277669401,120.50072722330599,75.0,15,15.0,60.0,4.0,True,0.15359259224936686,0.606793283273064,0.32101009548200155,20.99775946336425,,ga,54
2,0.3138881283591592,40,91.9436669241883,108.0563330758117,75.0,15,15.0,60.0,4.0,True,0.16369358331558884,0.6185872612672346,0.3138881283591592,20.779550042135142,,ga,54
3,0.2967335358986193,60,88.91472856566081,111.08527143433919,75.0,15,15.0,15.0,1.0,True,0.18564898976767555,0.6085645232159483,0.2967335358986193,20.166982998999003,,ga,54
4,0.2967335358986193,80,88.91472856566081,111.08527143433919,75.0,15,15.0,15.0,1.0,True,0.18564898976767555,0.6085645232159483,0.2967335358986193,20.166982998999003,,ga,54
5,0.29665697467562463,100,88.77082052241444,111.22917947758556,75.0,15,15.0,15.0,1.0,True,0.18561564429714197,0.6086819788636021,0.29665697467562463,20.160950949065178,,ga,54
6,0.29228042763402173,120,92.70915165814583,107.29084834185417,75.0,15,10.0,20.0,2.0,True,0.1952357907490204,0.6141687016466596,0.29228042763402173,20.096130715209036,,ga,54
7,0.2874975110287818,140,97.60534434418983,102.39465565581017,75.0,15,15.0,15.0,1.0,True,0.19849442818971047,0.622181729726031,0.2874975110287818,19.852063229449026,,ga,54
8,0.2874975110287818,160,97.60534434418983,102.39465565581017,75.0,15,15.0,15.0,1.0,True,0.19849442818971047,0.622181729726031,0.2874975110287818,19.852063229449026,,ga,54
9,0.2874975110287818,180,97.60534434418983,102.39465565581017,75.0,15,15.0,15.0,1.0,True,0.19849442818971047,0.622181729726031,0.2874975110287818,19.852063229449026,,ga,54
10,0.2874975110287818,200,97.60534434418983,102.39465565581017,75.0,15,15.0,15.0,1.0,True,0.19849442818971047,0.622181729726031,0.2874975110287818,19.852063229449026,,ga,54
11,0.2874484071854373,220,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
12,0.2874484071854373,240,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
13,0.2874484071854373,260,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
14,0.2874484071854373,280,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
15,0.2874484071854373,300,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
16,0.2874484071854373,320,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
17,0.2874484071854373,340,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
18,0.2874484071854373,360,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
19,0.2874484071854373,380,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
20,0.2874484071854373,400,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
21,0.2874484071854373,420,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
22,0.2874484071854373,440,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
23,0.2874484071854373,460,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
24,0.2874484071854373,480,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
25,0.2874484071854373,500,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
26,0.2874484071854373,520,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
27,0.2874484071854373,540,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
28,0.2874484071854373,560,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
29,0.2874484071854373,580,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
30,0.2874484071854373,600,97.50508756438855,102.49491243561145,75.0,15,15.0,15.0,1.0,True,0.19845698989317925,0.6222714741771184,0.2874484071854373,19.84774149982386,,ga,54
1,0.29471786811605777,20,146.67157632215586,53.32842367784414,95.0,19,35.0,35.0,1.0,True,0.17619793863634073,0.5798018188886689,0.29471786811605777,19.81052369805647,,ga,55
2,0.29471786811605777,40,146.67157632215586,53.32842367784414,95.0,19,35.0,35.0,1.0,True,0.17619793863634073,0.5798018188886689,0.29471786811605777,19.81052369805647,,ga,55
3,0.29471786811605777,60,146.67157632215586,53.32842367784414,95.0,19,35.0,35.0,1.0,True,0.17619793863634073,0.5798018188886689,0.29471786811605777,19.81052369805647,,ga,55
4,0.2886545965443925,80,138.4339332899762,61.56606671002379,90.0,18,35.0,35.0,1.0,True,0.18728298161576143,0.5984659381642295,0.2886545965443925,19.667118320083237,,ga,55
5,0.2855711197058468,100,144.50441033183108,55.49558966816892,90.0,18,35.0,35.0,1.0,True,0.1987454368876495,0.5986693689515308,0.2855711197058468,19.73693718022751,,ga,55
6,0.2848485348996975,120,144.74451741583394,55.25548258416606,95.0,19,15.0,15.0,1.0,True,0.19791504928137757,0.5696378899691276,0.2848485348996975,19.652650236744066,,ga,55
7,0.2848485348996975,140,144.74451741583394,55.25548258416606,95.0,19,15.0,15.0,1.0,True,0.19791504928137757,0.5696378899691276,0.2848485348996975,19.652650236744066,,ga,55
8,0.2848485348996975,160,144.74451741583394,55.25548258416606,95.0,19,15.0,15.0,1.0,True,0.19791504928137757,0.5696378899691276,0.2848485348996975,19.652650236744066,,ga,55
9,0.28379697165675116,180,144.63277993031826,55.367220069681736,90.0,18,30.0,30.0,1.0,True,0.1999934339276819,0.5978207752552009,0.28379697165675116,19.64407555327033,,ga,55
10,0.28373471147507484,200,144.49137702729013,55.50862297270987,90.0,18,30.0,30.0,1.0,True,0.199869462548145,0.5979908088895843,0.28373471147507484,19.636705905466506,,ga,55
11,0.28338373913943793,220,143.70771633192254,56.29228366807746,90.0,18,30.0,30.0,1.0,True,0.19901667769748838,0.5990760735614141,0.28338373913943793,19.591263549341726,,ga,55
12,0.2832159023709342,240,143.32104841291132,56.678951587088676,90.0,18,30.0,30.0,1.0,True,0.1987057264773755,0.5995167527268431,0.2832159023709342,19.571996838756842,,ga,55
13,0.2832159023709342,260,143.32104841291132,56.678951587088676,90.0,18,30.0,30.0,1.0,True,0.1987057264773755,0.5995167527268431,0.2832159023709342,19.571996838756842,,ga,55
14,0.2831558068793371,280,143.18458421217204,56.81541578782796,90.0,18,30.0,30.0,1.0,True,0.19862167780677892,0.599655413117875,0.2831558068793371,19.565754206372404,,ga,55
15,0.2830710554715031,300,142.9851104107483,57.01488958925171,90.0,18,30.0,30.0,1.0,True,0.1984435433821363,0.599891666852783,0.2830710554715031,19.55553997514695,,ga,55
16,0.28303660329584895,320,142.90905413855128,57.090945861448716,90.0,18,30.0,30.0,1.0,True,0.1984165194131426,0.599956621415322,0.28303660329584895,19.552466360331145,,ga,55
17,0.28302988475946433,340,142.893091778305,57.106908221694994,90.0,18,30.0,30.0,1.0,True,0.19840211572407274,0.599975512130605,0.28302988475946433,19.551650010896964,,ga,55
18,0.28302988475946433,360,142.893091778305,57.106908221694994,90.0,18,30.0,30.0,1.0,True,0.19840211572407274,0.599975512130605,0.28302988475946433,19.551650010896964,,ga,55
19,0.2830269460346996,380,142.88610961894503,57.11389038105497,90.0,18,30.0,30.0,1.0,True,0.1983958154741039,0.599983775193366,0.2830269460346996,19.551292944411017,,ga,55
20,0.28299243318195594,400,142.81438735916348,57.185612640836524,90.0,18,30.0,30.0,1.0,True,0.19835864319828536,0.6000593598379609,0.28299243318195594,19.547928455333025,,ga,55
21,0.2829834573255754,420,142.79305915670253,57.206940843297474,90.0,18,30.0,30.0,1.0,True,0.19833939973830655,0.6000846026567308,0.2829834573255754,19.54683801320064,,ga,55
22,0.2811589690212063,440,142.85736072487478,57.14263927512522,90.0,18,25.0,25.0,1.0,True,0.19995285974259105,0.599062043492569,0.2811589690212063,19.458768972481025,,ga,55
23,0.28114518349375467,460,142.82994227620614,57.17005772379386,90.0,18,25.0,25.0,1.0,True,0.19996410204513043,0.5990734595969645,0.28114518349375467,19.458052859105866,,ga,55
24,0.28114518349375467,480,142.82994227620614,57.17005772379386,90.0,18,25.0,25.0,1.0,True,0.19996410204513043,0.5990734595969645,0.28114518349375467,19.458052859105866,,ga,55
25,0.2811170752775784,500,142.76327125120844,57.23672874879156,90.0,18,25.0,25.0,1.0,True,0.19990691585191103,0.5991504976805049,0.2811170752775784,19.454711432859508,,ga,55
26,0.281115458187495,520,142.75943547483465,57.240564525165354,90.0,18,25.0,25.0,1.0,True,0.19990362672930004,0.5991549294360894,0.281115458187495,19.45451923229168,,ga,55
27,0.2811037696208173,540,142.73660323082305,57.26339676917695,90.0,18,25.0,25.0,1.0,True,0.19990158501760016,0.599173594619848,0.2811037696208173,19.4536256977821,,ga,55
28,0.2811037696208173,560,142.73660323082305,57.26339676917695,90.0,18,25.0,25.0,1.0,True,0.19990158501760016,0.599173594619848,0.2811037696208173,19.4536256977821,,ga,55
29,0.2811018473861917,580,142.73204375635993,57.26795624364007,90.0,18,25.0,25.0,1.0,True,0.19989767529244643,0.5991788630557071,0.2811018473861917,19.453397235814247,,ga,55
30,0.2810982591841081,600,142.7223937276984,57.2776062723016,90.0,18,25.0,25.0,1.0,True,0.1998904623711315,0.5991879324511029,0.2810982591841081,19.452981279272194,,ga,55
1,0.3069041603361858,20,97.59623206070134,102.40376793929866,75.0,15,35.0,70.0,2.0,True,0.17528429177311972,0.6372266996704807,0.3069041603361858,20.610598408521888,,ga,56
2,0.3002644690398958,40,159.86778148356996,40.132218516430044,95.0,19,50.0,100.0,2.0,True,0.19451185875892832,0.5941983046994547,0.3002644690398958,20.656861669281334,,ga,56
3,0.3002644690398958,60,159.86778148356996,40.132218516430044,95.0,19,50.0,100.0,2.0,True,0.19451185875892832,0.5941983046994547,0.3002644690398958,20.656861669281334,,ga,56
4,0.3002644690398958,80,159.86778148356996,40.132218516430044,95.0,19,50.0,100.0,2.0,True,0.19451185875892832,0.5941983046994547,0.3002644690398958,20.656861669281334,,ga,56
5,0.2985105301611217,100,95.72177560348304,104.27822439651696,75.0,15,15.0,30.0,2.0,True,0.1813280050511268,0.6202381581121305,0.2985105301611217,20.184314613728493,,ga,56
6,0.2932894037792153,120,99.905558690167,100.094441309833,75.0,15,15.0,30.0,2.0,True,0.19004427962302817,0.6264356898568992,0.2932894037792153,20.045090465034647,,ga,56
7,0.2927360890431298,140,93.60511799733064,106.39488200266936,75.0,15,10.0,20.0,2.0,True,0.19570650868556175,0.6132551986840308,0.2927360890431298,20.139293043492437,,ga,56
8,0.2927360890431298,160,93.60511799733064,106.39488200266936,75.0,15,10.0,20.0,2.0,True,0.19570650868556175,0.6132551986840308,0.2927360890431298,20.139293043492437,,ga,56
9,0.2888069494399633,180,104.29156615158983,95.70843384841017,75.0,15,15.0,30.0,2.0,True,0.19819593879368838,0.6317455491323702,0.2888069494399633,19.939465957348446,,ga,56
10,0.2885245246328649,200,103.72815981529959,96.27184018470041,75.0,15,15.0,30.0,2.0,True,0.19795127207095875,0.6323022071359976,0.2885245246328649,19.913844865941186,,ga,56
11,0.2885245246328649,220,103.72815981529959,96.27184018470041,75.0,15,15.0,30.0,2.0,True,0.19795127207095875,0.6323022071359976,0.2885245246328649,19.913844865941186,,ga,56
12,0.2885245246328649,240,103.72815981529959,96.27184018470041,75.0,15,15.0,30.0,2.0,True,0.19795127207095875,0.6323022071359976,0.2885245246328649,19.913844865941186,,ga,56
13,0.28843954722288934,260,103.55869187761405,96.44130812238595,75.0,15,15.0,30.0,2.0,True,0.19782500565411987,0.632512007532668,0.28843954722288934,19.90481386971336,,ga,56
14,0.28822821281484196,280,103.12704316799002,96.87295683200998,75.0,15,15.0,30.0,2.0,True,0.19762009701097277,0.6329414060166487,0.28822821281484196,19.8851358456709,,ga,56
15,0.28822821281484196,300,103.12704316799002,96.87295683200998,75.0,15,15.0,30.0,2.0,True,0.19762009701097277,0.6329414060166487,0.28822821281484196,19.8851358456709,,ga,56
16,0.2881889235958679,320,103.04573911160851,96.95426088839149,75.0,15,15.0,30.0,2.0,True,0.19758046852004085,0.6330220226030009,0.2881889235958679,19.881440619573326,,ga,56
17,0.2881889235958679,340,103.04573911160851,96.95426088839149,75.0,15,15.0,30.0,2.0,True,0.19758046852004085,0.6330220226030009,0.2881889235958679,19.881440619573326,,ga,56
18,0.288173576072767,360,103.01398885095139,96.98601114904861,75.0,15,15.0,30.0,2.0,True,0.19756514426740004,0.633053402952915,0.288173576072767,19.88000102836131,,ga,56
19,0.288173576072767,380,103.01398885095139,96.98601114904861,75.0,15,15.0,30.0,2.0,True,0.19756514426740004,0.633053402952915,0.288173576072767,19.88000102836131,,ga,56
20,0.2881732146335532,400,103.01324111656454,96.98675888343546,75.0,15,15.0,30.0,2.0,True,0.19756478378323974,0.6330541416836173,0.2881732146335532,19.879967136167352,,ga,56
21,0.28817270730175826,420,103.01219156226183,96.98780843773817,75.0,15,15.0,30.0,2.0,True,0.1975642777920044,0.6330551785999349,0.28817270730175826,19.87991956366188,,ga,56
22,0.28817270730175826,440,103.01219156226183,96.98780843773817,75.0,15,15.0,30.0,2.0,True,0.1975642777920044,0.6330551785999349,0.28817270730175826,19.87991956366188,,ga,56
23,0.28817270730175826,460,103.01219156226183,96.98780843773817,75.0,15,15.0,30.0,2.0,True,0.1975642777920044,0.6330551785999349,0.28817270730175826,19.87991956366188,,ga,56
24,0.28817252226125323,480,103.01180875494211,96.98819124505789,75.0,15,15.0,30.0,2.0,True,0.19756409324044688,0.6330555567977616,0.28817252226125323,19.87990221242759,,ga,56
25,0.28817252226125323,500,103.01180875494211,96.98819124505789,75.0,15,15.0,30.0,2.0,True,0.19756409324044688,0.6330555567977616,0.28817252226125323,19.87990221242759,,ga,56
26,0.2881725116376695,520,103.01178677712049,96.98821322287951,75.0,15,15.0,30.0,2.0,True,0.19756408264493466,0.6330555785109421,0.2881725116376695,19.879901216255178,,ga,56
27,0.2881725041888812,540,103.01177136724105,96.98822863275895,75.0,15,15.0,30.0,2.0,True,0.197564075215829,0.6330555937352668,0.2881725041888812,19.879900517783042,,ga,56
28,0.2881724930470175,560,103.01174831721244,96.98825168278756,75.0,15,15.0,30.0,2.0,True,0.19756406410340638,0.6330556165077433,0.2881724930470175,19.879899473011626,,ga,56
29,0.2881724827769416,580,103.0117270707173,96.9882729292827,75.0,15,15.0,30.0,2.0,True,0.19756405386046802,0.6330556374984033,0.2881724827769416,19.879898509987687,,ga,56
30,0.2881724827769416,600,103.0117270707173,96.9882729292827,75.0,15,15.0,30.0,2.0,True,0.19756405386046802,0.6330556374984033,0.2881724827769416,19.879898509987687,,ga,56
1,0.3074732549698454,20,105.3395578509253,94.6604421490747,85.0,17,10.0,40.0,4.0,True,0.1597885145661932,0.5841019146154666,0.3074732549698454,20.24788562943553,,ga,57
